409,92,976,71,972,130,411,146,Latin,KASHIFSAEEDBUILDERS
986,65,1041,65,1043,124,986,116,Symbol,&
1045,59,1433,39,1433,102,1053,116,Latin,DEVELOPERS
228,242,273,244,268,264,232,262,Urdu,فنانس
270,240,319,242,315,262,268,262,Urdu,مائکرو
142,244,319,256,323,311,144,299,Urdu,یوبینک
140,305,238,313,238,337,140,335,Latin,HYDERABAD
242,313,317,315,317,333,242,335,Latin,BRANCH
564,208,761,208,757,236,566,238,Latin,microfinance
506,230,775,242,767,349,508,335,Latin,bank
403,192,566,192,556,367,401,363,Latin,u
799,315,858,317,860,335,805,333,Latin,Powered
862,315,878,317,878,337,862,337,Latin,by
878,309,954,307,954,343,882,335,Urdu,پیسه
997,301,1075,303,1077,345,1001,343,Latin,paisa
