47,129,173,131,169,187,55,188,Latin,STUDY
177,128,219,129,219,183,178,182,Latin,IN
223,129,415,121,419,176,222,182,Latin,AUSTRALIA
438,117,606,114,605,172,441,176,Latin,HOLLAND
626,108,788,101,789,165,631,167,Latin,N.ZEALAN
53,422,242,414,240,459,58,470,Latin,TIMES
251,412,658,396,650,446,258,459,Latin,CONSULTANT
86,468,318,458,317,496,87,510,Latin,0348-7909090
361,461,640,452,641,478,365,487,Latin,www.timesconsultant.com
55,520,97,525,95,555,57,554,Urdu,داؤد
96,516,170,518,170,552,91,559,Urdu,انسپیکٹر
177,510,234,511,234,548,173,555,Urdu,ایس او
242,501,338,500,334,552,242,552,Urdu,چوک
335,496,479,495,479,547,336,554,Urdu,پاکستان
495,499,566,497,567,535,499,540,Urdu,کریں
566,497,695,494,696,538,569,538,Urdu,پاسداری
696,488,749,491,750,532,696,535,Urdu,کی
749,495,852,487,853,532,752,531,Urdu,قوانین
854,482,959,480,962,522,855,525,Urdu,ٹریفک
1087,237,1133,260,1128,312,1077,284,Latin,###
984,408,1128,501,1120,540,985,463,Latin,###
936,713,1010,720,1009,747,922,727,Latin,###
1051,715,1137,727,1131,774,1036,753,Latin,###
