27,90,62,90,62,224,27,224,Latin,SALE
26,282,60,282,60,442,26,442,Latin,LAWN
24,454,56,454,56,593,24,593,Latin,SALE
264,268,330,268,330,303,264,303,Latin,LAWN
335,268,476,279,476,311,337,303,Latin,###
478,277,541,277,541,311,478,311,Latin,SALE
557,277,627,277,627,313,557,313,Latin,LAWN
629,280,691,280,691,318,629,318,Latin,SALE
440,335,596,335,596,400,440,400,Latin,SAEED
364,402,584,402,584,472,364,472,Latin,LAWN
378,520,576,520,576,633,366,633,Latin,SAEED
247,577,285,577,285,887,247,887,Latin,###
362,672,495,672,495,811,362,811,Urdu,سعید
490,667,577,667,589,818,474,818,Urdu,بن
512,215,665,229,661,268,508,261,Latin,###
679,225,904,232,904,296,689,296,Latin,PRICE
713,397,940,399,936,627,716,648,Urdu,آدم
663,321,694,323,691,447,665,442,Latin,LAWN
663,454,689,459,691,564,663,560,Latin,SALE
658,602,689,605,687,725,660,722,Latin,LAWN
656,737,687,737,686,841,656,839,Latin,SALE
655,882,682,882,684,940,656,940,Latin,###
