161,30,411,44,407,137,162,121,Latin,FUJI
123,142,432,160,430,190,125,176,Latin,CAPACITORS
109,182,211,190,207,232,111,223,Latin,Are
221,183,319,190,319,235,227,233,Latin,The
334,192,450,199,450,235,336,233,Latin,Best
209,476,271,480,269,510,209,505,Latin,FUJI
387,512,446,519,446,544,391,542,Latin,FUJI
385,548,450,551,450,562,389,560,Latin,CAPACITORS
178,569,244,574,241,605,184,599,Latin,FUJI
598,373,741,374,732,480,598,485,Urdu,ورکس
737,378,925,380,921,490,732,487,Urdu,الیکٹرک
930,396,1146,403,1151,501,927,496,Urdu,عبدالباری
603,498,821,505,823,546,607,533,Latin,PAKISTAN'S
827,507,884,510,882,549,832,548,Latin,No
889,514,910,514,912,548,889,544,Latin,1
916,510,1034,515,1037,557,921,546,Latin,Selling
1035,517,1143,519,1144,555,1046,551,Latin,Brand
850,735,1052,742,1052,776,855,767,Latin,0302-3065001
1069,728,1155,732,1157,799,1073,799,Urdu,باری
