171,223,253,216,253,277,152,274,Urdu,اوور
256,185,353,188,353,294,256,294,Urdu,فلائی
356,212,426,218,419,284,350,291,Urdu,بھٹو
422,213,527,220,527,302,402,314,Urdu,بينظير
542,228,630,228,630,320,529,320,Urdu,شھيد
96,282,146,286,146,317,95,317,Urdu,حيدرآباد
148,285,195,285,190,318,148,318,Urdu,گورنمنٹ
191,287,240,290,240,323,191,323,Urdu,ڈسٹرکٹ
521,490,557,490,557,527,521,527,Urdu,ازم
529,491,605,491,604,527,529,527,Urdu,ھمارا
609,490,648,490,648,528,609,528,Urdu,نظام
651,496,668,496,668,527,651,527,Urdu,کا
670,498,727,498,727,531,670,530,Urdu,انصاف
