473,198,900,198,900,556,473,556,Urdu,ناصر
933,19,1370,19,1372,489,933,489,Urdu,گوھر
1,613,78,613,77,686,1,686,Urdu,گوھر
1,675,228,675,227,727,1,727,Latin,2-3015588
5,711,232,711,232,761,5,760,Latin,1-3046377
1,749,234,749,234,808,1,808,Latin,36-3669990
485,589,692,589,692,779,485,779,Urdu,پنکچر
679,553,743,553,742,608,679,608,Urdu,اينڈ
700,555,911,555,911,733,700,733,Urdu,بيلنس
916,537,1032,537,1032,704,916,704,Urdu,ويل
1035,475,1297,475,1297,652,1035,652,Urdu,الائمنٹ
1310,472,1446,472,1446,651,1310,652,Urdu,ويل
1350,392,1430,392,1430,431,1350,431,Latin,Nayab
