44,180,93,190,92,215,44,210,Latin,Help
99,191,144,195,145,223,99,215,Latin,Line
242,281,377,289,376,329,241,325,Latin,MITHOO
7,219,78,225,78,259,7,250,Latin,0312
89,232,209,232,208,280,89,200,Latin,3000377
8,266,79,270,80,306,8,300,Latin,0333
89,279,209,285,210,330,89,325,Latin,2708564
442,153,746,158,745,382,443,380,Urdu,مال
758,285,1114,289,1112,458,758,450,Urdu,جنت
1140,402,1228,401,1229,455,1140,450,Urdu,ڈيولپرز
1245,409,1306,410,1305,463,1245,464,Urdu,بلڈرز
1314,385,1427,390,1426,496,1314,495,Urdu,مٹھو
1229,423,1244,423,1245,449,1229,449,Urdu,###
72,88,140,88,140,135,72,135,Arabic,اللہ
35,20,165,20,165,87,35,87,Arabic,اڪبر
1339,324,1386,324,1385,363,1339,363,Arabic,اللہ
1316,267,1400,267,1400,323,1316,323,Arabic,اڪبر
656,135,916,140,915,239,656,230,Arabic,لااله الاالله محمدرسول اللہ
