11,557,115,557,115,640,11,640,Latin,e
121,570,278,594,278,666,121,645,Latin,Fast
115,652,297,675,297,754,115,718,Latin,Food
10,822,88,822,88,872,10,872,Latin,130
106,919,172,919,172,965,106,965,Urdu,چاہے
173,914,234,914,234,963,173,963,Urdu,###
235,911,274,911,274,967,235,967,Urdu,دل
338,903,488,913,488,956,338,956,Latin,express
490,916,592,916,592,962,490,962,Latin,cente
675,890,866,906,834,987,675,979,Latin,TCS
1013,642,1131,649,1131,839,1013,839,Latin,7up
1194,709,1479,749,1471,899,1185,852,Latin,MASALA
1484,768,1664,803,1657,867,1484,836,Latin,RESTAURANT
1475,845,1500,845,1497,896,1475,894,Symbol,&
1502,845,1573,856,1569,908,1502,900,Latin,FAST
1574,857,1655,869,1655,922,1574,914,Latin,FOOD
