55,101,139,101,139,189,55,189,Urdu,عتيق
135,115,186,115,186,179,138,178,Urdu,محمد
205,64,417,64,418,142,205,143,Urdu,نمکو
436,49,610,50,611,135,438,136,Urdu,اينڈ
631,48,953,48,953,129,631,130,Urdu,سوئيٹ
974,36,1314,36,1315,124,975,125,Urdu,المدينہ
195,160,235,160,236,204,196,205,Urdu,مرکز
237,159,265,160,265,202,237,202,Urdu,اعلی
268,166,287,166,280,196,268,196,Urdu,کا
283,165,360,165,355,201,283,201,Urdu,مٹھائيوں
362,167,411,167,411,203,362,203,Urdu,ولذيز
412,167,449,167,448,193,412,193,Urdu,عمدہ
462,160,517,160,517,200,462,200,Urdu,جامن
520,154,579,155,580,200,520,200,Urdu,گلاب
601,156,651,156,651,202,601,202,Urdu,چم چم
672,161,734,161,735,200,671,200,Urdu,پارے
737,148,788,149,788,187,737,187,Urdu,نمک
808,141,885,141,886,186,808,186,Urdu,پکوڑے
908,134,952,132,952,186,908,186,Urdu,رول
954,135,1000,135,100,187,954,187,Urdu,چکن
1022,153,1096,154,1096,180,1022,180,Urdu,سموسے
1091,144,1119,144,1121,181,1090,180,Urdu,کے
1129,139,1160,139,1159,187,1129,188,Urdu,قيمے
1205,144,1262,145,1262,176,1205,176,Urdu,سموسہ
1256,134,1284,134,1285,168,1256,168,Urdu,کے
1294,131,1326,131,1327,164,1294,165,Urdu,آلو
468,267,492,268,492,293,468,294,Urdu,ہے
496,258,525,258,526,285,494,285,Urdu,جاتا
527,245,550,246,550,282,527,282,Urdu,کيا
545,252,568,252,567,278,545,279,Urdu,تيار
570,234,598,235,598,274,570,274,Urdu,بھی
596,253,608,253,608,276,596,276,Urdu,پر
612,233,651,233,650,264,612,264,Urdu,آرڈر
651,230,680,230,680,264,651,264,Urdu,مال
