23,102,78,105,71,181,25,183,Latin,2
86,82,293,82,291,202,89,201,Urdu,برانچ
307,82,556,82,556,202,293,204,Urdu,سينٹر
568,80,797,80,797,208,577,208,Urdu,پکوان
810,94,1060,94,1060,185,810,186,Urdu,سندھ
32,218,66,218,66,257,32,256,Urdu,چيتا
68,217,107,217,105,254,66,254,Urdu,عرف
103,209,144,209,144,252,100,252,Urdu,رفيق
149,217,188,217,188,249,146,249,Urdu,استاد
22,261,199,261,199,298,23,298,Latin,0341-3514065
32,307,68,307,66,337,32,337,Urdu,راجو
68,307,105,307,100,339,64,339,Urdu,عرف
103,300,123,300,117,341,96,339,Urdu,علی
121,298,155,298,146,337,116,337,Urdu,محفوظ
153,312,185,311,185,337,144,337,Urdu,استاد
23,344,183,344,183,376,23,376,Latin,0315-4296814
22,382,185,382,183,417,16,417,Latin,0315-4296814
70,424,109,424,103,454,68,454,Urdu,رضا
107,414,139,419,135,462,102,456,Urdu,علی
9,462,187,462,187,495,9,495,Latin,0301-2514618
59,499,130,499,132,541,52,540,Urdu,ايڈريس
18,556,70,563,70,605,16,604,Urdu,يادگار
64,561,103,564,98,602,66,598,Urdu,روڈ
102,549,160,547,157,604,94,596,Urdu,اسٹيشن
23,609,103,607,96,648,22,653,Urdu,ٹنڈوجام
102,607,153,605,149,657,91,653,Urdu,چوک
231,243,293,245,290,311,226,305,Urdu,ہيں
288,217,354,217,354,305,286,305,Urdu,جاتی
357,224,401,220,387,296,357,300,Urdu,کی
393,241,444,241,439,300,384,298,Urdu,تيار
439,215,520,206,517,298,439,302,Urdu,ديگيں
520,225,579,222,563,300,517,300,Urdu,بھی
568,254,597,257,595,312,558,309,Urdu,پر
597,238,684,233,675,296,593,293,Urdu,آرڈر
677,250,716,250,716,295,668,293,Urdu,اور
721,229,790,229,787,304,714,302,Urdu,مرکز
788,220,847,220,847,305,787,307,Urdu,اعلیٰ
845,243,886,241,866,304,845,302,Urdu,کا
866,240,1000,227,978,298,872,311,Urdu,کھانوں
989,247,1060,247,1062,300,978,302,Urdu,لذيز
