473,286,518,286,518,338,474,341,Urdu,پھر
520,298,535,296,536,338,521,339,Urdu,یا
537,268,621,265,606,338,537,342,Urdu,کرایہ
609,285,674,285,675,342,600,345,Urdu,ماہانا
473,405,554,399,556,436,478,442,Urdu,روپے
552,370,619,368,617,430,557,433,Urdu,لاکھ
618,361,660,361,666,428,622,428,Latin,5
473,448,635,445,634,498,475,496,Urdu,ڈسکاؤنٹ
634,452,664,450,658,492,638,493,Urdu,کا
867,282,993,281,987,353,880,358,Urdu,کرائیں
979,284,1072,282,1071,345,981,355,Urdu,بکنگ
805,379,892,375,889,444,808,444,Urdu,کریں
880,370,961,376,961,441,883,439,Urdu,حاصل
956,367,1052,361,1042,438,964,444,Urdu,کرایہ
1037,376,1113,379,1114,444,1039,442,Urdu,ماہانا
