312,139,489,123,493,229,320,270,Urdu,ساؤنڈ
495,119,662,101,668,249,504,268,Urdu,ایکو
668,90,944,56,945,206,683,236,Urdu,ارسلان
504,295,563,286,565,326,510,335,Urdu,نوٹ
87,639,170,641,168,699,92,700,Urdu,ٹنڈوجام
172,650,213,656,205,694,168,695,Urdu,روڈ
211,638,273,638,271,700,207,700,Urdu,یادگار
271,639,326,642,322,697,271,696,Urdu,مسجد
322,627,394,624,392,687,322,694,Urdu,نورانی
403,624,497,621,499,684,405,687,Urdu,ایڈریس
512,647,675,642,677,682,512,687,Latin,0302-3027273
683,641,868,634,866,674,510,686,Latin,0302-3456521
