17,351,58,352,61,380,17,380,Latin,Jazz
62,331,117,330,116,364,62,365,Latin,Cash
1134,45,1169,45,1168,65,1134,64,Latin,talk
1126,115,1163,116,1162,135,1127,134,Latin,talk
1115,218,1148,219,1148,234,1115,233,Latin,IQRA
1151,219,1190,219,1189,234,1150,233,Latin,BOOK
1194,219,1242,219,11243,235,1195,236,Latin,DEPOT
1142,239,1182,240,1181,250,1142,249,Latin,PHOTO
1184,238,1220,239,1220,250,1184,250,Latin,STATE
1376,100,1485,100,1484,148,1277,145,Latin,Mobilink
1285,236,1357,245,1355,280,1285,278,Latin,IQRA
1346,243,1449,245,1448,284,1347,281,Latin,BOOK
1455,250,1548,255,1547,290,1455,288,Latin,DEPOT
580,410,627,411,627,413,580,412,Urdu,دعا
630,392,690,392,685,451,630,450,Urdu,کی
662,392,732,395,731,447,662,445,Urdu,ماں
276,660,308,660,307,687,276,688,Urdu,ورکس
304,656,331,655,330,684,304,685,Urdu,باڈی
332,637,384,638,383,675,332,674,Urdu,اسحاق
387,626,416,625,615,672,387,471,Urdu,ايم
853,540,936,540,935,559,853,560,Arabic,بسم اللہ
905,571,986,570,985,627,905,627,Urdu,چھو
992,573,1101,575,1100,615,992,616,Urdu,###
1138,141,1212,140,1211,159,1138,155,Urdu,###
268,643,321,644,321,656,268,655,Latin,###
