479,387,626,390,626,460,479,460,Urdu,حيدرآباد
662,394,748,394,748,469,662,469,Urdu,سينٹر
749,373,832,373,832,457,749,457,Urdu,کيئر
825,389,924,389,924,468,825,465,Urdu,چائلڈ
934,385,998,388,998,453,935,453,Urdu,اينڈ
1014,374,1119,374,1119,450,1014,450,Urdu,ميٹرنل
1136,378,1275,378,1275,447,1136,447,Urdu,آغاخان
414,487,478,487,478,513,414,513,Latin,The
490,485,556,486,556,521,490,521,Latin,Aga
567,482,653,485,653,509,567,509,Latin,Khan
665,478,805,476,805,505,665,505,Latin,Maternal
816,473,875,473,875,502,816,502,Latin,and
886,476,970,476,970,502,886,502,Latin,Child
981,472,1057,475,1057,499,981,499,Latin,Care
1066,470,1171,475,1170,497,1066,497,Latin,Centre
1190,467,1350,469,1350,500,1190,500,Latin,Hyderabad
457,560,487,560,478,585,457,585,Latin,A
487,561,544,561,544,582,487,582,Latin,Unit
552,557,580,557,580,582,552,582,Latin,of
586,558,637,558,637,581,586,581,Latin,The
647,555,701,555,700,584,647,584,Latin,Aga
711,555,781,555,780,575,711,575,Latin,Khan
790,552,901,551,901,580,789,580,Latin,Hospital
910,546,959,546,959,569,910,569,Latin,and
967,547,1068,546,1068,546,967,546,Latin,Medical
1077,542,1177,542,1177,570,1077,570,Latin,College
1184,542,1330,542,1330,563,1184,563,Latin,Foundation
