9,108,153,108,153,182,9,182,Urdu,نم
179,114,490,114,490,222,179,222,Urdu,کوئٹہ
1,211,39,211,39,267,1,267,Urdu,جا
45,213,143,213,143,256,45,256,Urdu,پيشکش
497,122,585,122,585,164,497,164,Urdu,ياحيو
150,315,223,315,223,365,150,365,Urdu,چائے
242,324,313,324,313,353,242,353,Urdu,###
315,331,371,331,371,366,315,366,Urdu,پراٹھا
377,332,512,332,512,378,377,378,Urdu,###
515,334,563,334,563,382,515,382,Urdu,صبح
767,331,824,331,824,352,767,352,Latin,pepsi
865,308,943,308,943,337,865,337,Latin,pepsi
1019,178,1123,178,1123,289,1019,289,Urdu,ہوٹل
1124,205,1230,205,1230,318,1124,318,Urdu,چاند
1231,191,1367,191,1367,298,1331,298,Urdu,کوئٹہ
1319,251,1358,251,1358,302,1319,302,Urdu,نيو
1,538,92,538,92,588,1,588,Urdu,پيشکش
1,595,81,595,81,672,1,672,Urdu,جان
99,531,504,531,504,723,99,723,Urdu,ھوٹل
536,604,1033,604,1033,745,536,745,Urdu,نمکين
1064,621,1465,621,1465,802,1064,802,Urdu,کوئٹہ
612,528,1043,528,1043,593,612,575,Arabic,###
