69,197,174,201,174,296,67,292,Latin,IRFAN
181,204,325,210,326,303,178,296,Latin,GENERAL
330,213,434,218,433,309,333,305,Latin,STORE
228,307,275,311,273,352,228,350,Symbol,&
64,354,352,362,351,438,64,430,Latin,COMMUNICATION
262,490,470,495,471,537,262,532,Latin,0316-3800988
452,207,561,213,559,315,446,324,Urdu,اسٹور
463,218,660,220,660,328,463,330,Urdu,جنرل
661,221,765,223,765,335,661,335,Urdu,عرفان
502,348,763,357,763,448,502,443,Urdu,کميونيکيشن
474,483,537,483,457,537,474,537,Urdu,عرفان
543,487,603,490,603,538,543,538,Urdu,پروپرائيٹر
