123,381,258,363,262,504,124,531,Urdu,شاپ
276,367,430,356,429,466,278,477,Urdu,ملک
446,353,601,356,601,469,452,471,Urdu,ملت
617,305,724,303,727,462,619,466,Urdu,اللہ
736,338,937,336,939,460,733,463,Urdu,ماشاء
336,520,377,526,377,589,339,592,Urdu,ليٹر
380,513,405,518,405,587,380,584,Urdu,فی
463,502,512,506,510,551,460,553,Urdu,ليٹر
513,509,543,510,542,553,510,551,Urdu,فی
545,501,634,502,636,553,546,550,Urdu,دودھ
692,490,911,491,912,600,691,597,Urdu,دودھ
144,678,225,681,217,744,140,733,Urdu,برادرز
217,637,317,637,312,743,217,743,Urdu,آرائيں
342,644,380,648,372,714,341,718,Urdu,کلو
377,648,400,644,400,730,372,730,Urdu,فی
418,556,595,557,595,758,432,757,Latin,94
761,628,909,630,906,746,766,749,Urdu,دہی
