713,283,789,288,786,316,714,312,Latin,bonjo
909,109,1028,109,1028,136,916,142,Latin,TOTAL
1036,98,1148,95,1146,133,1040,138,Latin,PARCO
9,260,175,269,171,302,15,298,Latin,ENGE
2,476,105,479,96,533,6,535,Latin,ASIF
107,472,189,474,187,535,102,532,Latin,JAN
187,472,258,476,253,533,192,533,Latin,COH
483,295,565,298,565,316,481,312,Urdu,###
805,375,821,377,821,401,807,403,Latin,###
808,265,826,270,828,284,810,286,Latin,###
693,358,728,359,732,385,688,387,Latin,###
1028,358,1070,361,1073,405,1031,403,Latin,###
1150,378,1164,384,1165,424,1151,425,Latin,###
1150,262,1172,262,1172,277,1160,277,Latin,###
