135,599,289,601,288,671,136,666,Urdu,ھوٹل
288,598,495,596,495,661,286,664,Urdu,قلندر
496,598,691,603,691,651,499,652,Urdu,مست
560,538,669,535,675,582,564,584,Latin,pepsi
780,447,856,454,854,518,784,523,Urdu,ہوٹل
851,440,961,438,959,516,850,519,Urdu,قلندر
953,463,1071,457,1074,502,949,516,Urdu,مست
952,624,1020,612,1020,645,958,654,Latin,###
917,594,977,586,980,610,921,623,Latin,###
55,420,168,436,161,490,50,479,Urdu,###
60,501,162,503,159,534,66,536,Urdu,###
200,501,320,504,320,534,202,535,Latin,###
