135,59,315,60,315,121,135,121,Latin,RAHIM
337,58,622,52,622,115,337,118,Latin,HOSPITAL
133,125,382,124,382,167,133,166,Latin,PAEDIATICS
399,124,425,123,428,166,399,165,Symbol,&
443,123,620,122,620,164,443,163,Latin,GENERAL
13,238,311,245,311,378,13,379,Urdu,ھسپتال
320,249,540,251,540,374,320,374,Urdu,جنرل
552,272,776,272,776,387,552,387,Urdu,رحيم
1,389,61,389,60,475,1,473,Urdu,گھنٹے
63,388,142,388,142,484,63,483,Latin,24
174,399,319,396,319,494,174,496,Urdu,ھوم
328,383,637,388,637,500,328,500,Urdu,ميٹرنٹی
653,405,717,405,718,486,653,486,Urdu,اينڈ
