142,62,278,62,278,119,142,119,Latin,KEEP
290,59,431,59,431,116,290,116,Latin,YOUR
442,54,568,54,568,116,442,116,Latin,CITY
142,152,316,152,316,208,142,208,Latin,CLEAN
325,150,362,150,362,211,325,211,Symbol,&
377,147,555,145,555,205,377,205,Latin,GREEN
855,65,996,65,996,137,855,138,Latin,UNIT
1007,56,1079,59,1079,136,1007,136,Latin,No
1087,61,1122,61,1122,1110,1087,1110,Latin,7
1125,59,1163,59,1163,136,1125,136,Latin,8
1179,57,1232,57,1232,132,1179,132,Latin,12
1244,47,1311,47,1311,153,1244,153,Urdu,کيلئے
1312,75,1412,75,1412,158,1312,158,Urdu,جانے
930,166,1383,166,1283,193,930,193,Latin,###
