160,11,420,30,419,103,133,90,Urdu,سينٹر
438,27,650,35,650,139,429,114,Urdu,پکوان
670,42,995,60,995,139,670,131,Urdu,المدينہ
117,125,321,133,318,206,112,189,Urdu,والے
330,128,519,139,519,236,321,213,Urdu,پکانے
523,139,687,145,644,225,517,225,Urdu,کھانا
645,175,775,172,773,236,639,234,Urdu,عمدہ
780,176,856,181,847,240,745,236,Urdu,اور
858,176,999,178,995,253,850,249,Urdu,لذيذ
118,221,554,247,547,286,120,259,Latin,0301-2389487
614,255,700,258,694,289,614,291,Urdu,نقشبندی
700,256,795,264,798,300,685,295,Urdu,عبدالوحيد
797,262,853,264,850,303,792,297,Urdu,استاد
882,270,986,274,980,313,883,310,Urdu,پروپرائيٹر
108,283,151,294,147,337,103,329,Urdu,ھيں
150,289,214,289,214,343,148,335,Urdu,جاتے
215,289,257,289,252,335,212,335,Urdu,کيے
258,304,291,304,291,344,246,343,Urdu,تيار
294,300,345,300,343,340,285,340,Urdu,ساتھ
346,300,377,300,377,340,343,340,Urdu,کے
379,304,449,304,449,359,380,358,Urdu,پابندی
452,301,480,306,472,349,447,349,Urdu,کی
475,314,528,313,526,352,472,347,Urdu,وقت
528,308,605,311,590,352,526,352,Urdu,کھانے
593,320,657,323,650,371,589,362,Urdu,پکائے
654,313,694,313,691,367,653,368,Urdu,پکے
694,314,751,316,737,368,696,367,Urdu,کيلئے
739,328,837,320,830,367,737,368,Urdu,تقريبات
836,317,868,320,864,370,822,368,Urdu,ديگر
865,337,895,337,895,371,861,368,Urdu,اور
894,340,925,338,925,375,894,375,Urdu,بياہ
922,335,989,337,986,371,925,375,Urdu,شادی
126,380,182,384,179,425,124,417,Urdu,ھے
187,380,263,386,260,428,184,422,Urdu,جاتی
266,383,315,386,312,428,266,426,Urdu,کی
319,384,376,389,371,431,313,426,Urdu,تيار
376,399,411,401,408,433,374,432,Urdu,پر
411,381,480,387,474,433,408,431,Urdu,آرڈر
474,401,542,399,541,436,474,433,Urdu,بھی
544,393,636,401,633,445,542,441,Urdu,ديگيں
638,401,721,408,719,457,638,450,Urdu,پکائی
722,407,785,410,783,459,721,456,Urdu,پکی
785,410,852,413,852,459,786,454,Urdu,يھاں
855,413,958,417,955,456,852,456,Urdu,ھمارے
438,460,529,463,523,494,443,492,Urdu,نقشبندی
529,466,617,466,614,502,519,496,Urdu,عبدالعزيز
725,472,803,478,797,508,722,502,Urdu,قادری
803,475,873,478,868,514,795,508,Urdu,توحيد
873,478,905,483,901,512,861,511,Urdu,محمد
400,494,655,508,653,533,403,520,Latin,0311-3272661
690,511,932,520,934,547,696,536,Latin,0313-3879638
69,514,159,521,159,553,62,544,Urdu,سينٹر
163,515,242,520,240,561,162,557,Urdu,پکوان
245,523,361,526,361,558,245,555,Urdu,المدينہ
