587,454,973,454,973,570,587,570,Urdu,ريسٹورنٹ
984,466,1279,466,1279,577,984,577,Urdu,جيمخانہ
377,564,493,564,493,632,377,632,Urdu,انکی
499,566,646,566,646,633,499,633,Urdu,حضرات
648,583,751,583,751,636,648,636,Urdu,ممبر
752,576,848,576,848,638,752,638,Urdu,معزز
850,574,940,574,940,638,850,638,Urdu,تمام
942,576,1012,576,1012,643,942,643,Urdu,کے
1014,577,1223,577,1223,645,1014,645,Urdu,ميرپورخاص
1225,583,1304,583,1304,642,1225,642,Urdu,کلب
1306,584,1447,584,1447,650,1306,650,Urdu,جيمخانہ
391,647,444,647,444,707,390,707,Urdu,کا
450,656,581,656,581,717,450,717,Urdu,سروس
583,645,785,645,785,715,583,715,Urdu,ريسٹورنٹ
788,649,898,649,898,717,788,717,Urdu,ليئے
901,649,964,649,964,718,901,718,Urdu,کے
967,650,1118,650,1118,709,967,709,Urdu,مھمانان
1120,653,1210,653,1210,720,1120,720,Urdu,انکے
1211,654,1254,654,1254,720,1211,720,Urdu,اور
1255,655,1380,655,1380,721,1255,721,Urdu,فيمليز
1382,658,1438,658,1438,721,1382,721,Urdu,کی
382,739,683,739,683,795,382,795,Latin,0300-9222046
694,732,792,732,792,796,694,796,Urdu,کيلئے
795,733,872,733,872,794,795,794,Urdu,رابطہ
882,732,953,732,953,795,882,795,Urdu,ھے
955,727,1013,727,1013,787,955,787,Urdu,گيا
1014,727,1066,727,1066,790,1014,790,Urdu,ديا
1067,729,1111,729,1111,793,1067,793,Urdu,کر
1113,742,1186,742,1186,794,1113,794,Urdu,سے
1188,726,1277,726,1277,785,1188,785,Latin,2016
1278,731,1350,731,1350,792,1278,792,Urdu,مئی
1351,726,1375,726,1375,786,1351,786,Latin,4
1376,720,1450,720,1450,794,1376,794,Urdu,آغاز
